ano,sem_epidem,uf,sexo,casos,quantidade
2016,14,AL,Masculino,Testes negativos,0
2016,14,AL,Masculino,Casos aguardando resultado,0
2016,14,AL,Masculino,Casos sem informação laboratorial,0
2016,14,AL,Masculino,Casos sem teste laboratorial,0
2018,14,AL,Masculino,Testes positivos,0
2018,14,AL,Masculino,Testes negativos,2
2018,14,AL,Masculino,Casos aguardando resultado,0
2018,14,AL,Masculino,Casos sem informação laboratorial,0
2018,14,AL,Masculino,Casos sem teste laboratorial,1
2020,5,AL,Masculino,Testes positivos,1
2020,5,AL,Masculino,Testes negativos,2
2020,5,AL,Masculino,Casos aguardando resultado,0
2020,5,AL,Masculino,Casos sem informação laboratorial,0
2020,5,AL,Masculino,Casos sem teste laboratorial,0
2018,14,SE,Masculino,Testes positivos,0
2018,14,SE,Masculino,Testes negativos,3
2018,14,SE,Masculino,Casos aguardando resultado,0
2018,14,SE,Masculino,Casos sem informação laboratorial,0
2018,14,SE,Masculino,Casos sem teste laboratorial,0
2018,15,SE,Masculino,Testes positivos,2
2018,15,SE,Masculino,Testes negativos,1
2018,15,SE,Masculino,Casos aguardando resultado,0
2018,15,SE,Masculino,Casos sem informação laboratorial,0
2018,15,SE,Masculino,Casos sem teste laboratorial,0
2019,11,SE,Masculino,Testes positivos,3
2019,11,SE,Masculino,Testes negativos,0
2019,11,SE,Masculino,Casos aguardando resultado,0
2019,11,SE,Masculino,Casos sem informação laboratorial,0
2019,11,SE,Masculino,Casos sem teste laboratorial,0
2019,12,SE,Masculino,Testes positivos,3
2019,12,SE,Masculino,Testes negativos,0
2019,12,SE,Masculino,Casos aguardando resultado,0
2019,12,SE,Masculino,Casos sem informação laboratorial,0
2019,12,SE,Masculino,Casos sem teste laboratorial,0
2010,8,BA,Masculino,Testes positivos,3
2010,8,BA,Masculino,Testes negativos,0
2010,8,BA,Masculino,Casos aguardando resultado,0
2010,8,BA,Masculino,Casos sem informação laboratorial,0
2010,8,BA,Masculino,Casos sem teste laboratorial,0
2010,16,BA,Masculino,Testes positivos,2
2010,16,BA,Masculino,Testes negativos,0
2010,16,BA,Masculino,Casos aguardando resultado,0
2010,16,BA,Masculino,Casos sem informação laboratorial,1
2010,16,BA,Masculino,Casos sem teste laboratorial,0
2013,7,BA,Masculino,Testes positivos,1
2013,7,BA,Masculino,Testes negativos,1
2013,7,BA,Masculino,Casos aguardando resultado,0
2013,7,BA,Masculino,Casos sem informação laboratorial,1
2013,7,BA,Masculino,Casos sem teste laboratorial,0
2013,10,BA,Masculino,Testes positivos,0
2013,10,BA,Masculino,Testes negativos,3
2013,10,BA,Masculino,Casos aguardando resultado,0
2013,10,BA,Masculino,Casos sem informação laboratorial,0
2013,10,BA,Masculino,Casos sem teste laboratorial,0
2014,1,BA,Masculino,Testes positivos,0
2014,1,BA,Masculino,Testes negativos,1
2014,1,BA,Masculino,Casos aguardando resultado,0
2014,1,BA,Masculino,Casos sem informação laboratorial,2
2014,1,BA,Masculino,Casos sem teste laboratorial,0
2014,8,BA,Masculino,Testes positivos,2
2014,8,BA,Masculino,Testes negativos,1
2014,8,BA,Masculino,Casos aguardando resultado,0
2014,8,BA,Masculino,Casos sem informação laboratorial,0
2014,8,BA,Masculino,Casos sem teste laboratorial,0
2014,13,BA,Masculino,Testes positivos,1
2014,13,BA,Masculino,Testes negativos,2
2014,13,BA,Masculino,Casos aguardando resultado,0
2014,13,BA,Masculino,Casos sem informação laboratorial,0
2014,13,BA,Masculino,Casos sem teste laboratorial,0
2015,6,BA,Masculino,Testes positivos,1
2015,6,BA,Masculino,Testes negativos,0
2015,6,BA,Masculino,Casos aguardando resultado,0
2015,6,BA,Masculino,Casos sem informação laboratorial,2
2015,6,BA,Masculino,Casos sem teste laboratorial,0
2016,2,BA,Masculino,Testes positivos,0
2016,2,BA,Masculino,Testes negativos,1
2016,2,BA,Masculino,Casos aguardando resultado,0
2016,2,BA,Masculino,Casos sem informação laboratorial,2
2016,2,BA,Masculino,Casos sem teste laboratorial,0
2018,2,BA,Masculino,Testes positivos,0
2018,2,BA,Masculino,Testes negativos,1
2018,2,BA,Masculino,Casos aguardando resultado,0
2018,2,BA,Masculino,Casos sem informação laboratorial,2
2018,2,BA,Masculino,Casos sem teste laboratorial,0
2018,7,BA,Masculino,Testes positivos,1
2018,7,BA,Masculino,Testes negativos,2
2018,7,BA,Masculino,Casos aguardando resultado,0
2018,7,BA,Masculino,Casos sem informação laboratorial,0
2018,7,BA,Masculino,Casos sem teste laboratorial,0
2018,8,BA,Masculino,Testes positivos,1
2018,8,BA,Masculino,Testes negativos,1
2018,8,BA,Masculino,Casos aguardando resultado,0
2018,8,BA,Masculino,Casos sem informação laboratorial,1
2018,8,BA,Masculino,Casos sem teste laboratorial,0
2019,4,BA,Masculino,Testes positivos,2
2019,4,BA,Masculino,Testes negativos,1
2019,4,BA,Masculino,Casos aguardando resultado,0
2019,4,BA,Masculino,Casos sem informação laboratorial,0
2019,4,BA,Masculino,Casos sem teste laboratorial,0
2019,6,BA,Masculino,Testes positivos,1
2019,6,BA,Masculino,Testes negativos,2
2019,6,BA,Masculino,Casos aguardando resultado,0
2019,6,BA,Masculino,Casos sem informação laboratorial,0
2019,6,BA,Masculino,Casos sem teste laboratorial,0
2010,1,MG,Masculino,Testes positivos,0
2010,1,MG,Masculino,Testes negativos,3
2010,1,MG,Masculino,Casos aguardando resultado,0
2010,1,MG,Masculino,Casos sem informação laboratorial,0
2010,1,MG,Masculino,Casos sem teste laboratorial,0
2010,3,MG,Masculino,Testes positivos,1
2010,3,MG,Masculino,Testes negativos,2
2010,3,MG,Masculino,Casos aguardando resultado,0
2010,3,MG,Masculino,Casos sem informação laboratorial,0
2010,3,MG,Masculino,Casos sem teste laboratorial,0
2010,4,MG,Masculino,Testes positivos,0
2010,4,MG,Masculino,Testes negativos,2
2010,4,MG,Masculino,Casos aguardando resultado,0
2010,4,MG,Masculino,Casos sem informação laboratorial,1
2010,4,MG,Masculino,Casos sem teste laboratorial,0
2010,5,MG,Masculino,Testes positivos,0
2010,5,MG,Masculino,Testes negativos,2
2010,5,MG,Masculino,Casos aguardando resultado,0
2010,5,MG,Masculino,Casos sem informação laboratorial,1
2010,5,MG,Masculino,Casos sem teste laboratorial,0
2011,16,MG,Masculino,Testes positivos,0
2011,16,MG,Masculino,Testes negativos,3
2011,16,MG,Masculino,Casos aguardando resultado,0
2011,16,MG,Masculino,Casos sem informação laboratorial,0
2011,16,MG,Masculino,Casos sem teste laboratorial,0
2016,2,MG,Masculino,Testes positivos,0
2016,2,MG,Masculino,Testes negativos,2
2016,2,MG,Masculino,Casos aguardando resultado,0
2016,2,MG,Masculino,Casos sem informação laboratorial,1
2016,2,MG,Masculino,Casos sem teste laboratorial,0
2016,6,MG,Masculino,Testes positivos,1
2016,6,MG,Masculino,Testes negativos,1
2016,6,MG,Masculino,Casos aguardando resultado,0
2016,6,MG,Masculino,Casos sem informação laboratorial,1
2016,6,MG,Masculino,Casos sem teste laboratorial,0
2018,11,ES,Masculino,Testes positivos,0
2018,11,ES,Masculino,Testes negativos,3
2018,11,ES,Masculino,Casos aguardando resultado,0
2018,11,ES,Masculino,Casos sem informação laboratorial,0
2018,11,ES,Masculino,Casos sem teste laboratorial,0
2018,13,ES,Masculino,Testes positivos,0
2018,13,ES,Masculino,Testes negativos,2
2018,13,ES,Masculino,Casos aguardando resultado,0
2018,13,ES,Masculino,Casos sem informação laboratorial,1
2018,13,ES,Masculino,Casos sem teste laboratorial,0
2019,5,ES,Masculino,Testes positivos,2
2019,5,ES,Masculino,Testes negativos,1
2019,5,ES,Masculino,Casos aguardando resultado,0
2019,5,ES,Masculino,Casos sem informação laboratorial,0
2019,5,ES,Masculino,Casos sem teste laboratorial,0
2019,9,ES,Masculino,Testes positivos,1
2019,9,ES,Masculino,Testes negativos,2
2019,9,ES,Masculino,Casos aguardando resultado,0
2019,9,ES,Masculino,Casos sem informação laboratorial,0
2019,9,ES,Masculino,Casos sem teste laboratorial,0
2020,2,ES,Masculino,Testes positivos,0
2020,2,ES,Masculino,Testes negativos,3
2020,2,ES,Masculino,Casos aguardando resultado,0
2020,2,ES,Masculino,Casos sem informação laboratorial,0
2020,2,ES,Masculino,Casos sem teste laboratorial,0
2020,3,ES,Masculino,Testes positivos,1
2020,3,ES,Masculino,Testes negativos,2
2020,3,ES,Masculino,Casos aguardando resultado,0
2020,3,ES,Masculino,Casos sem informação laboratorial,0
2020,3,ES,Masculino,Casos sem teste laboratorial,0
2010,9,RJ,Masculino,Testes positivos,0
2010,9,RJ,Masculino,Testes negativos,2
2010,9,RJ,Masculino,Casos aguardando resultado,0
2010,9,RJ,Masculino,Casos sem informação laboratorial,0
2010,9,RJ,Masculino,Casos sem teste laboratorial,1
2010,10,RJ,Masculino,Testes positivos,0
2010,10,RJ,Masculino,Testes negativos,3
2010,10,RJ,Masculino,Casos aguardando resultado,0
2010,10,RJ,Masculino,Casos sem informação laboratorial,0
2010,10,RJ,Masculino,Casos sem teste laboratorial,0
2012,12,RJ,Masculino,Testes positivos,0
2012,12,RJ,Masculino,Testes negativos,3
2012,12,RJ,Masculino,Casos aguardando resultado,0
2012,12,RJ,Masculino,Casos sem informação laboratorial,0
2012,12,RJ,Masculino,Casos sem teste laboratorial,0
2013,8,RJ,Masculino,Testes positivos,2
2013,8,RJ,Masculino,Testes negativos,1
2013,8,RJ,Masculino,Casos aguardando resultado,0
2013,8,RJ,Masculino,Casos sem informação laboratorial,0
2013,8,RJ,Masculino,Casos sem teste laboratorial,0
2013,11,RJ,Masculino,Testes positivos,1
2013,11,RJ,Masculino,Testes negativos,2
2013,11,RJ,Masculino,Casos aguardando resultado,0
2013,11,RJ,Masculino,Casos sem informação laboratorial,0
2013,11,RJ,Masculino,Casos sem teste laboratorial,0
2013,13,RJ,Masculino,Testes positivos,0
2013,13,RJ,Masculino,Testes negativos,3
2013,13,RJ,Masculino,Casos aguardando resultado,0
2013,13,RJ,Masculino,Casos sem informação laboratorial,0
2013,13,RJ,Masculino,Casos sem teste laboratorial,0
2014,2,RJ,Masculino,Testes positivos,0
2014,2,RJ,Masculino,Testes negativos,2
2014,2,RJ,Masculino,Casos aguardando resultado,0
2014,2,RJ,Masculino,Casos sem informação laboratorial,0
2014,2,RJ,Masculino,Casos sem teste laboratorial,1
2014,4,RJ,Masculino,Testes positivos,0
2014,4,RJ,Masculino,Testes negativos,2
2014,4,RJ,Masculino,Casos aguardando resultado,0
2014,4,RJ,Masculino,Casos sem informação laboratorial,1
2014,4,RJ,Masculino,Casos sem teste laboratorial,0
2014,7,RJ,Masculino,Testes positivos,0
2014,7,RJ,Masculino,Testes negativos,1
2014,7,RJ,Masculino,Casos aguardando resultado,0
2014,7,RJ,Masculino,Casos sem informação laboratorial,2
2014,7,RJ,Masculino,Casos sem teste laboratorial,0
2014,9,RJ,Masculino,Testes positivos,0
2014,9,RJ,Masculino,Testes negativos,3
2014,9,RJ,Masculino,Casos aguardando resultado,0
2014,9,RJ,Masculino,Casos sem informação laboratorial,0
2014,9,RJ,Masculino,Casos sem teste laboratorial,0
2014,14,RJ,Masculino,Testes positivos,1
2014,14,RJ,Masculino,Testes negativos,1
2014,14,RJ,Masculino,Casos aguardando resultado,0
2014,14,RJ,Masculino,Casos sem informação laboratorial,1
2014,14,RJ,Masculino,Casos sem teste laboratorial,0
2017,2,RJ,Masculino,Testes positivos,0
2017,2,RJ,Masculino,Testes negativos,2
2017,2,RJ,Masculino,Casos aguardando resultado,0
2017,2,RJ,Masculino,Casos sem informação laboratorial,1
2017,2,RJ,Masculino,Casos sem teste laboratorial,0
2017,3,RJ,Masculino,Testes positivos,0
2017,3,RJ,Masculino,Testes negativos,1
2017,3,RJ,Masculino,Casos aguardando resultado,0
2017,3,RJ,Masculino,Casos sem informação laboratorial,2
2017,3,RJ,Masculino,Casos sem teste laboratorial,0
2017,6,RJ,Masculino,Testes positivos,0
2017,6,RJ,Masculino,Testes negativos,1
2017,6,RJ,Masculino,Casos aguardando resultado,0
2017,6,RJ,Masculino,Casos sem informação laboratorial,2
2017,6,RJ,Masculino,Casos sem teste laboratorial,0
2018,3,RJ,Masculino,Testes positivos,1
2018,3,RJ,Masculino,Testes negativos,1
2018,3,RJ,Masculino,Casos aguardando resultado,0
2018,3,RJ,Masculino,Casos sem informação laboratorial,1
2018,3,RJ,Masculino,Casos sem teste laboratorial,0
2018,8,RJ,Masculino,Testes positivos,1
2018,8,RJ,Masculino,Testes negativos,2
2018,8,RJ,Masculino,Casos aguardando resultado,0
2018,8,RJ,Masculino,Casos sem informação laboratorial,0
2018,8,RJ,Masculino,Casos sem teste laboratorial,0
2019,9,RJ,Masculino,Testes positivos,0
2019,9,RJ,Masculino,Testes negativos,2
2019,9,RJ,Masculino,Casos aguardando resultado,0
2019,9,RJ,Masculino,Casos sem informação laboratorial,0
2019,9,RJ,Masculino,Casos sem teste laboratorial,1
2020,2,RJ,Masculino,Testes positivos,0
2020,2,RJ,Masculino,Testes negativos,1
2020,2,RJ,Masculino,Casos aguardando resultado,2
2020,2,RJ,Masculino,Casos sem informação laboratorial,0
2020,2,RJ,Masculino,Casos sem teste laboratorial,0
2020,4,RJ,Masculino,Testes positivos,0
2020,4,RJ,Masculino,Testes negativos,2
2020,4,RJ,Masculino,Casos aguardando resultado,1
2020,4,RJ,Masculino,Casos sem informação laboratorial,0
2020,4,RJ,Masculino,Casos sem teste laboratorial,0
2020,5,RJ,Masculino,Testes positivos,2
2020,5,RJ,Masculino,Testes negativos,1
2020,5,RJ,Masculino,Casos aguardando resultado,0
2020,5,RJ,Masculino,Casos sem informação laboratorial,0
2020,5,RJ,Masculino,Casos sem teste laboratorial,0
2011,4,SP,Masculino,Testes positivos,2
2011,4,SP,Masculino,Testes negativos,1
2011,4,SP,Masculino,Casos aguardando resultado,0
2011,4,SP,Masculino,Casos sem informação laboratorial,0
2011,4,SP,Masculino,Casos sem teste laboratorial,0
2011,6,SP,Masculino,Testes positivos,0
2011,6,SP,Masculino,Testes negativos,3
2011,6,SP,Masculino,Casos aguardando resultado,0
2011,6,SP,Masculino,Casos sem informação laboratorial,0
2011,6,SP,Masculino,Casos sem teste laboratorial,0
2012,6,SP,Masculino,Testes positivos,1
2012,6,SP,Masculino,Testes negativos,1
2012,6,SP,Masculino,Casos aguardando resultado,0
2012,6,SP,Masculino,Casos sem informação laboratorial,0
2012,6,SP,Masculino,Casos sem teste laboratorial,1
2011,2,PR,Masculino,Testes positivos,1
2011,2,PR,Masculino,Testes negativos,1
2011,2,PR,Masculino,Casos aguardando resultado,0
2011,2,PR,Masculino,Casos sem informação laboratorial,0
2011,2,PR,Masculino,Casos sem teste laboratorial,1
2011,3,PR,Masculino,Testes positivos,0
2011,3,PR,Masculino,Testes negativos,1
2011,3,PR,Masculino,Casos aguardando resultado,0
2011,3,PR,Masculino,Casos sem informação laboratorial,1
2011,3,PR,Masculino,Casos sem teste laboratorial,1
2011,13,PR,Masculino,Testes positivos,1
2011,13,PR,Masculino,Testes negativos,0
2011,13,PR,Masculino,Casos aguardando resultado,0
2011,13,PR,Masculino,Casos sem informação laboratorial,0
2011,13,PR,Masculino,Casos sem teste laboratorial,2
2012,1,PR,Masculino,Testes positivos,0
2012,1,PR,Masculino,Testes negativos,2
2012,1,PR,Masculino,Casos aguardando resultado,0
2012,1,PR,Masculino,Casos sem informação laboratorial,0
2012,1,PR,Masculino,Casos sem teste laboratorial,1
2013,5,PR,Masculino,Testes positivos,0
2013,5,PR,Masculino,Testes negativos,3
2013,5,PR,Masculino,Casos aguardando resultado,0
2013,5,PR,Masculino,Casos sem informação laboratorial,0
2013,5,PR,Masculino,Casos sem teste laboratorial,0
2010,5,SC,Masculino,Testes positivos,0
2010,5,SC,Masculino,Testes negativos,3
2010,5,SC,Masculino,Casos aguardando resultado,0
2010,5,SC,Masculino,Casos sem informação laboratorial,0
2010,5,SC,Masculino,Casos sem teste laboratorial,0
2010,7,SC,Masculino,Testes positivos,0
2010,7,SC,Masculino,Testes negativos,3
2010,7,SC,Masculino,Casos aguardando resultado,0
2010,7,SC,Masculino,Casos sem informação laboratorial,0
2010,7,SC,Masculino,Casos sem teste laboratorial,0
2010,8,SC,Masculino,Testes positivos,0
2010,8,SC,Masculino,Testes negativos,3
2010,8,SC,Masculino,Casos aguardando resultado,0
2010,8,SC,Masculino,Casos sem informação laboratorial,0
2010,8,SC,Masculino,Casos sem teste laboratorial,0
2010,11,SC,Masculino,Testes positivos,0
2010,11,SC,Masculino,Testes negativos,3
2010,11,SC,Masculino,Casos aguardando resultado,0
2010,11,SC,Masculino,Casos sem informação laboratorial,0
2010,11,SC,Masculino,Casos sem teste laboratorial,0
2011,7,SC,Masculino,Testes positivos,1
2011,7,SC,Masculino,Testes negativos,2
2011,7,SC,Masculino,Casos aguardando resultado,0
2011,7,SC,Masculino,Casos sem informação laboratorial,0
2011,7,SC,Masculino,Casos sem teste laboratorial,0
2011,10,SC,Masculino,Testes positivos,0
2011,10,SC,Masculino,Testes negativos,3
2011,10,SC,Masculino,Casos aguardando resultado,0
2011,10,SC,Masculino,Casos sem informação laboratorial,0
2011,10,SC,Masculino,Casos sem teste laboratorial,0
2011,15,SC,Masculino,Testes positivos,0
2011,15,SC,Masculino,Testes negativos,3
2011,15,SC,Masculino,Casos aguardando resultado,0
2011,15,SC,Masculino,Casos sem informação laboratorial,0
2011,15,SC,Masculino,Casos sem teste laboratorial,0
2013,9,SC,Masculino,Testes positivos,0
2013,9,SC,Masculino,Testes negativos,3
2013,9,SC,Masculino,Casos aguardando resultado,0
2013,9,SC,Masculino,Casos sem informação laboratorial,0
2013,9,SC,Masculino,Casos sem teste laboratorial,0
2015,2,SC,Masculino,Testes positivos,0
2015,2,SC,Masculino,Testes negativos,3
2015,2,SC,Masculino,Casos aguardando resultado,0
2015,2,SC,Masculino,Casos sem informação laboratorial,0
2015,2,SC,Masculino,Casos sem teste laboratorial,0
2017,1,SC,Masculino,Testes positivos,0
2017,1,SC,Masculino,Testes negativos,3
2017,1,SC,Masculino,Casos aguardando resultado,0
2017,1,SC,Masculino,Casos sem informação laboratorial,0
2017,1,SC,Masculino,Casos sem teste laboratorial,0
2018,2,SC,Masculino,Testes positivos,2
2018,2,SC,Masculino,Testes negativos,1
2018,2,SC,Masculino,Casos aguardando resultado,0
2018,2,SC,Masculino,Casos sem informação laboratorial,0
2018,2,SC,Masculino,Casos sem teste laboratorial,0
2018,8,SC,Masculino,Testes positivos,0
2018,8,SC,Masculino,Testes negativos,3
2018,8,SC,Masculino,Casos aguardando resultado,0
2018,8,SC,Masculino,Casos sem informação laboratorial,0
2018,8,SC,Masculino,Casos sem teste laboratorial,0
2019,6,SC,Masculino,Testes positivos,0
2019,6,SC,Masculino,Testes negativos,3
2019,6,SC,Masculino,Casos aguardando resultado,0
2019,6,SC,Masculino,Casos sem informação laboratorial,0
2019,6,SC,Masculino,Casos sem teste laboratorial,0
2019,9,SC,Masculino,Testes positivos,1
2019,9,SC,Masculino,Testes negativos,2
2019,9,SC,Masculino,Casos aguardando resultado,0
2019,9,SC,Masculino,Casos sem informação laboratorial,0
2019,9,SC,Masculino,Casos sem teste laboratorial,0
2019,10,SC,Masculino,Testes positivos,1
2019,10,SC,Masculino,Testes negativos,2
2019,10,SC,Masculino,Casos aguardando resultado,0
2019,10,SC,Masculino,Casos sem informação laboratorial,0
2019,10,SC,Masculino,Casos sem teste laboratorial,0
2020,5,SC,Masculino,Testes positivos,1
2020,5,SC,Masculino,Testes negativos,2
2020,5,SC,Masculino,Casos aguardando resultado,0
2020,5,SC,Masculino,Casos sem informação laboratorial,0
2020,5,SC,Masculino,Casos sem teste laboratorial,0
2010,5,RS,Masculino,Testes positivos,0
2010,5,RS,Masculino,Testes negativos,3
2010,5,RS,Masculino,Casos aguardando resultado,0
2010,5,RS,Masculino,Casos sem informação laboratorial,0
2010,5,RS,Masculino,Casos sem teste laboratorial,0
2010,6,RS,Masculino,Testes positivos,0
2010,6,RS,Masculino,Testes negativos,3
2010,6,RS,Masculino,Casos aguardando resultado,0
2010,6,RS,Masculino,Casos sem informação laboratorial,0
2010,6,RS,Masculino,Casos sem teste laboratorial,0
2010,10,RS,Masculino,Testes positivos,0
2010,10,RS,Masculino,Testes negativos,3
2010,10,RS,Masculino,Casos aguardando resultado,0
2010,10,RS,Masculino,Casos sem informação laboratorial,0
2010,10,RS,Masculino,Casos sem teste laboratorial,0
2010,14,RS,Masculino,Testes positivos,0
2010,14,RS,Masculino,Testes negativos,3
2010,14,RS,Masculino,Casos aguardando resultado,0
2010,14,RS,Masculino,Casos sem informação laboratorial,0
2010,14,RS,Masculino,Casos sem teste laboratorial,0
2011,14,RS,Masculino,Testes positivos,0
2011,14,RS,Masculino,Testes negativos,2
2011,14,RS,Masculino,Casos aguardando resultado,0
2011,14,RS,Masculino,Casos sem informação laboratorial,0
2011,14,RS,Masculino,Casos sem teste laboratorial,1
2012,5,RS,Masculino,Testes positivos,0
2012,5,RS,Masculino,Testes negativos,3
2012,5,RS,Masculino,Casos aguardando resultado,0
2012,5,RS,Masculino,Casos sem informação laboratorial,0
2012,5,RS,Masculino,Casos sem teste laboratorial,0
2012,14,RS,Masculino,Testes positivos,0
2012,14,RS,Masculino,Testes negativos,1
2012,14,RS,Masculino,Casos aguardando resultado,0
2012,14,RS,Masculino,Casos sem informação laboratorial,1
2012,14,RS,Masculino,Casos sem teste laboratorial,1
2013,8,RS,Masculino,Testes positivos,2
2013,8,RS,Masculino,Testes negativos,1
2013,8,RS,Masculino,Casos aguardando resultado,0
2013,8,RS,Masculino,Casos sem informação laboratorial,0
2013,8,RS,Masculino,Casos sem teste laboratorial,0
2014,1,RS,Masculino,Testes positivos,1
2014,1,RS,Masculino,Testes negativos,2
2014,1,RS,Masculino,Casos aguardando resultado,0
2014,1,RS,Masculino,Casos sem informação laboratorial,0
2014,1,RS,Masculino,Casos sem teste laboratorial,0
2014,2,RS,Masculino,Testes positivos,1
2014,2,RS,Masculino,Testes negativos,2
2014,2,RS,Masculino,Casos aguardando resultado,0
2014,2,RS,Masculino,Casos sem informação laboratorial,0
2014,2,RS,Masculino,Casos sem teste laboratorial,0
2014,4,RS,Masculino,Testes positivos,1
2014,4,RS,Masculino,Testes negativos,2
2014,4,RS,Masculino,Casos aguardando resultado,0
2014,4,RS,Masculino,Casos sem informação laboratorial,0
2014,4,RS,Masculino,Casos sem teste laboratorial,0
2014,5,RS,Masculino,Testes positivos,0
2014,5,RS,Masculino,Testes negativos,3
2014,5,RS,Masculino,Casos aguardando resultado,0
2014,5,RS,Masculino,Casos sem informação laboratorial,0
2014,5,RS,Masculino,Casos sem teste laboratorial,0
2014,8,RS,Masculino,Testes positivos,1
2014,8,RS,Masculino,Testes negativos,2
2014,8,RS,Masculino,Casos aguardando resultado,0
2014,8,RS,Masculino,Casos sem informação laboratorial,0
2014,8,RS,Masculino,Casos sem teste laboratorial,0
2016,6,RS,Masculino,Testes positivos,0
2016,6,RS,Masculino,Testes negativos,3
2016,6,RS,Masculino,Casos aguardando resultado,0
2016,6,RS,Masculino,Casos sem informação laboratorial,0
2016,6,RS,Masculino,Casos sem teste laboratorial,0
2016,7,RS,Masculino,Testes positivos,0
2016,7,RS,Masculino,Testes negativos,2
2016,7,RS,Masculino,Casos aguardando resultado,0
2016,7,RS,Masculino,Casos sem informação laboratorial,1
2016,7,RS,Masculino,Casos sem teste laboratorial,0
2016,10,RS,Masculino,Testes positivos,0
2016,10,RS,Masculino,Testes negativos,3
2016,10,RS,Masculino,Casos aguardando resultado,0
2016,10,RS,Masculino,Casos sem informação laboratorial,0
2016,10,RS,Masculino,Casos sem teste laboratorial,0
2018,8,RS,Masculino,Testes positivos,0
2018,8,RS,Masculino,Testes negativos,3
2018,8,RS,Masculino,Casos aguardando resultado,0
2018,8,RS,Masculino,Casos sem informação laboratorial,0
2018,8,RS,Masculino,Casos sem teste laboratorial,0
2020,3,RS,Masculino,Testes positivos,1
2020,3,RS,Masculino,Testes negativos,2
2020,3,RS,Masculino,Casos aguardando resultado,0
2020,3,RS,Masculino,Casos sem informação laboratorial,0
2020,3,RS,Masculino,Casos sem teste laboratorial,0
2015,3,MS,Masculino,Testes positivos,0
2015,3,MS,Masculino,Testes negativos,2
2015,3,MS,Masculino,Casos aguardando resultado,0
2015,3,MS,Masculino,Casos sem informação laboratorial,1
2015,3,MS,Masculino,Casos sem teste laboratorial,0
2015,9,MS,Masculino,Testes positivos,0
2015,9,MS,Masculino,Testes negativos,3
2015,9,MS,Masculino,Casos aguardando resultado,0
2015,9,MS,Masculino,Casos sem informação laboratorial,0
2015,9,MS,Masculino,Casos sem teste laboratorial,0
2015,13,MS,Masculino,Testes positivos,0
2015,13,MS,Masculino,Testes negativos,3
2015,13,MS,Masculino,Casos aguardando resultado,0
2015,13,MS,Masculino,Casos sem informação laboratorial,0
2015,13,MS,Masculino,Casos sem teste laboratorial,0
2016,2,MS,Masculino,Testes positivos,1
2016,2,MS,Masculino,Testes negativos,2
2016,2,MS,Masculino,Casos aguardando resultado,0
2016,2,MS,Masculino,Casos sem informação laboratorial,0
2016,2,MS,Masculino,Casos sem teste laboratorial,0
2016,7,MS,Masculino,Testes positivos,0
2016,7,MS,Masculino,Testes negativos,3
2016,7,MS,Masculino,Casos aguardando resultado,0
2016,7,MS,Masculino,Casos sem informação laboratorial,0
2016,7,MS,Masculino,Casos sem teste laboratorial,0
2016,9,MS,Masculino,Testes positivos,0
2016,9,MS,Masculino,Testes negativos,3
2016,9,MS,Masculino,Casos aguardando resultado,0
2016,9,MS,Masculino,Casos sem informação laboratorial,0
2016,9,MS,Masculino,Casos sem teste laboratorial,0
2016,10,MS,Masculino,Testes positivos,1
2016,10,MS,Masculino,Testes negativos,2
2016,10,MS,Masculino,Casos aguardando resultado,0
2016,10,MS,Masculino,Casos sem informação laboratorial,0
2016,10,MS,Masculino,Casos sem teste laboratorial,0
2017,3,MS,Masculino,Testes positivos,0
2017,3,MS,Masculino,Testes negativos,3
2017,3,MS,Masculino,Casos aguardando resultado,0
2017,3,MS,Masculino,Casos sem informação laboratorial,0
2017,3,MS,Masculino,Casos sem teste laboratorial,0
2017,5,MS,Masculino,Testes positivos,0
2017,5,MS,Masculino,Testes negativos,3
2017,5,MS,Masculino,Casos aguardando resultado,0
2017,5,MS,Masculino,Casos sem informação laboratorial,0
2017,5,MS,Masculino,Casos sem teste laboratorial,0
2018,8,MS,Masculino,Testes positivos,1
2018,8,MS,Masculino,Testes negativos,2
2018,8,MS,Masculino,Casos aguardando resultado,0
2018,8,MS,Masculino,Casos sem informação laboratorial,0
2018,8,MS,Masculino,Casos sem teste laboratorial,0
2019,4,MS,Masculino,Testes positivos,2
2019,4,MS,Masculino,Testes negativos,1
2019,4,MS,Masculino,Casos aguardando resultado,0
2019,4,MS,Masculino,Casos sem informação laboratorial,0
2019,4,MS,Masculino,Casos sem teste laboratorial,0
2019,5,MS,Masculino,Testes positivos,3
2019,5,MS,Masculino,Testes negativos,0
2019,5,MS,Masculino,Casos aguardando resultado,0
2019,5,MS,Masculino,Casos sem informação laboratorial,0
2019,5,MS,Masculino,Casos sem teste laboratorial,0
2020,1,MS,Masculino,Testes positivos,0
2020,1,MS,Masculino,Testes negativos,3
2020,1,MS,Masculino,Casos aguardando resultado,0
2020,1,MS,Masculino,Casos sem informação laboratorial,0
2020,1,MS,Masculino,Casos sem teste laboratorial,0
2020,6,MS,Masculino,Testes positivos,0
2020,6,MS,Masculino,Testes negativos,1
2020,6,MS,Masculino,Casos aguardando resultado,1
2020,6,MS,Masculino,Casos sem informação laboratorial,0
2020,6,MS,Masculino,Casos sem teste laboratorial,1
2020,7,MS,Masculino,Testes positivos,0
